Experiment Name:,,Exp_20240715_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Station,Depth,Abort(%):,Absolute Count:,All Events ,Include Events,Low Chlorophyll Events,Autotrophic (Hi Chl) Events,Small Autotrophs (Cyanobacteria) Events,Large Autotrophs (PicoEuks) Events,H1-UR Events,H1-UL Events,Heterotrophic Bacteria Events,Hoechst Junk Events,LowPECyanos Events,HighPECyanos Events,Chlorophyll Junk Events,True Autotrophs Events,H2-LL Events,H2-LR Events,All Events  Mean FSC-H,Include Mean FSC-H,Low Chlorophyll Mean FSC-H,Autotrophic (Hi Chl) Mean FSC-H,Small Autotrophs (Cyanobacteria) Mean FSC-H,Large Autotrophs (PicoEuks) Mean FSC-H,H1-UR Mean FSC-H,H1-UL Mean FSC-H,Heterotrophic Bacteria Mean FSC-H,Hoechst Junk Mean FSC-H,LowPECyanos Mean FSC-H,HighPECyanos Mean FSC-H,Chlorophyll Junk Mean FSC-H,True Autotrophs Mean FSC-H,H2-LL Mean FSC-H,H2-LR Mean FSC-H,All Events  Mean SSC-H,Include Mean SSC-H,Low Chlorophyll Mean SSC-H,Autotrophic (Hi Chl) Mean SSC-H,Small Autotrophs (Cyanobacteria) Mean SSC-H,Large Autotrophs (PicoEuks) Mean SSC-H,H1-UR Mean SSC-H,H1-UL Mean SSC-H,Heterotrophic Bacteria Mean SSC-H,Hoechst Junk Mean SSC-H,LowPECyanos Mean SSC-H,HighPECyanos Mean SSC-H,Chlorophyll Junk Mean SSC-H,True Autotrophs Mean SSC-H,H2-LL Mean SSC-H,H2-LR Mean SSC-H,All Events  Mean SybrGreen-H,Include Mean SybrGreen-H,Low Chlorophyll Mean SybrGreen-H,Autotrophic (Hi Chl) Mean SybrGreen-H,Small Autotrophs (Cyanobacteria) Mean SybrGreen-H,Large Autotrophs (PicoEuks) Mean SybrGreen-H,H1-UR Mean SybrGreen-H,H1-UL Mean SybrGreen-H,Heterotrophic Bacteria Mean SybrGreen-H,Hoechst Junk Mean SybrGreen-H,LowPECyanos Mean SybrGreen-H,HighPECyanos Mean SybrGreen-H,Chlorophyll Junk Mean SybrGreen-H,True Autotrophs Mean SybrGreen-H,H2-LL Mean SybrGreen-H,H2-LR Mean SybrGreen-H,All Events  Mean Chlorophyll-H,Include Mean Chlorophyll-H,Low Chlorophyll Mean Chlorophyll-H,Autotrophic (Hi Chl) Mean Chlorophyll-H,Small Autotrophs (Cyanobacteria) Mean Chlorophyll-H,Large Autotrophs (PicoEuks) Mean Chlorophyll-H,H1-UR Mean Chlorophyll-H,H1-UL Mean Chlorophyll-H,Heterotrophic Bacteria Mean Chlorophyll-H,Hoechst Junk Mean Chlorophyll-H,LowPECyanos Mean Chlorophyll-H,HighPECyanos Mean Chlorophyll-H,Chlorophyll Junk Mean Chlorophyll-H,True Autotrophs Mean Chlorophyll-H,H2-LL Mean Chlorophyll-H,H2-LR Mean Chlorophyll-H,All Events  Mean V-SSC-H,Include Mean V-SSC-H,Low Chlorophyll Mean V-SSC-H,Autotrophic (Hi Chl) Mean V-SSC-H,Small Autotrophs (Cyanobacteria) Mean V-SSC-H,Large Autotrophs (PicoEuks) Mean V-SSC-H,H1-UR Mean V-SSC-H,H1-UL Mean V-SSC-H,Heterotrophic Bacteria Mean V-SSC-H,Hoechst Junk Mean V-SSC-H,LowPECyanos Mean V-SSC-H,HighPECyanos Mean V-SSC-H,Chlorophyll Junk Mean V-SSC-H,True Autotrophs Mean V-SSC-H,H2-LL Mean V-SSC-H,H2-LR Mean V-SSC-H,All Events  Mean Violet660-H,Include Mean Violet660-H,Low Chlorophyll Mean Violet660-H,Autotrophic (Hi Chl) Mean Violet660-H,Small Autotrophs (Cyanobacteria) Mean Violet660-H,Large Autotrophs (PicoEuks) Mean Violet660-H,H1-UR Mean Violet660-H,H1-UL Mean Violet660-H,Heterotrophic Bacteria Mean Violet660-H,Hoechst Junk Mean Violet660-H,LowPECyanos Mean Violet660-H,HighPECyanos Mean Violet660-H,Chlorophyll Junk Mean Violet660-H,True Autotrophs Mean Violet660-H,H2-LL Mean Violet660-H,H2-LR Mean Violet660-H,All Events  Mean PE-H,Include Mean PE-H,Low Chlorophyll Mean PE-H,Autotrophic (Hi Chl) Mean PE-H,Small Autotrophs (Cyanobacteria) Mean PE-H,Large Autotrophs (PicoEuks) Mean PE-H,H1-UR Mean PE-H,H1-UL Mean PE-H,Heterotrophic Bacteria Mean PE-H,Hoechst Junk Mean PE-H,LowPECyanos Mean PE-H,HighPECyanos Mean PE-H,Chlorophyll Junk Mean PE-H,True Autotrophs Mean PE-H,H2-LL Mean PE-H,H2-LR Mean PE-H,All Events  Mean R-Phycocyanin-H,Include Mean R-Phycocyanin-H,Low Chlorophyll Mean R-Phycocyanin-H,Autotrophic (Hi Chl) Mean R-Phycocyanin-H,Small Autotrophs (Cyanobacteria) Mean R-Phycocyanin-H,Large Autotrophs (PicoEuks) Mean R-Phycocyanin-H,H1-UR Mean R-Phycocyanin-H,H1-UL Mean R-Phycocyanin-H,Heterotrophic Bacteria Mean R-Phycocyanin-H,Hoechst Junk Mean R-Phycocyanin-H,LowPECyanos Mean R-Phycocyanin-H,HighPECyanos Mean R-Phycocyanin-H,Chlorophyll Junk Mean R-Phycocyanin-H,True Autotrophs Mean R-Phycocyanin-H,H2-LL Mean R-Phycocyanin-H,H2-LR Mean R-Phycocyanin-H,All Events  Events/μL(B),Include Events/μL(B),Low Chlorophyll Events/μL(B),Autotrophic (Hi Chl) Events/μL(B),Small Autotrophs (Cyanobacteria) Events/μL(B),Large Autotrophs (PicoEuks) Events/μL(B),H1-UR Events/μL(B),H1-UL Events/μL(B),Heterotrophic Bacteria Events/μL(B),Hoechst Junk Events/μL(B),LowPECyanos Events/μL(B),HighPECyanos Events/μL(B),Chlorophyll Junk Events/μL(B),True Autotrophs Events/μL(B),H2-LL Events/μL(B),H2-LR Events/μL(B),All Events  Events/μL(V),Include Events/μL(V),Low Chlorophyll Events/μL(V),Autotrophic (Hi Chl) Events/μL(V),Small Autotrophs (Cyanobacteria) Events/μL(V),Large Autotrophs (PicoEuks) Events/μL(V),H1-UR Events/μL(V),H1-UL Events/μL(V),Heterotrophic Bacteria Events/μL(V),Hoechst Junk Events/μL(V),LowPECyanos Events/μL(V),HighPECyanos Events/μL(V),Chlorophyll Junk Events/μL(V),True Autotrophs Events/μL(V),H2-LL Events/μL(V),H2-LR Events/μL(V)
02-Well-E08,C1,150,0.67,Beads Population=#### Beads Count=1 Sample Volume=1μL,22196,18677,17375,1302,1036,57,3,12,16633,727,1031,5,209,1093,0,0,6564.4,5290.9,3327.4,31493.7,5870.2,48761.6,9847,5608.4,3080.6,8908.9,5863.4,7265,153798.8,8106.9,####,####,17671.7,13292.9,3034.3,150193,13477,53868.4,25760.9,12805,1653.2,34376.2,13394,30604.3,854155.6,15583.4,####,####,1975.4,1309.3,930.3,6366.1,4058.8,6226.5,11015.6,5610.3,920.1,1044.4,1442.1,543623.2,17841.2,4171.8,####,####,4281.2,4153.3,269.8,55978.4,36892.6,584218.6,413.4,294.7,268.9,289.9,36908.9,33541.9,6519.8,65435.7,####,####,279423.1,231078.5,171728.7,1023092.1,350343.4,1364002.3,1634826.5,852029.5,122806,1273762.3,342561.4,1954985.3,4264890,403205.8,####,####,544.5,477.2,314.2,2652.5,1348.9,17226.9,1681.5,1156.2,313.4,312.2,1351.5,802.9,5139.7,2176.9,####,####,396.7,372.9,362.3,513.7,447.3,499.5,381.7,360.9,362.2,363.8,409.8,8180.3,847.1,450,####,####,890.1,831.5,296.6,7970.4,4034.5,102893.7,320.5,296,296.6,295.5,4035.5,3826.7,1591.9,9190,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,295.92,313.04,231.64,17.36,13.81,0.76,0.04,0.16,221.75,9.69,13.75,0.07,2.79,14.57,0,0
02-Well-E09,C1,175,0.46,Beads Population=#### Beads Count=1 Sample Volume=1μL,16355,13377,12897,480,180,18,5,10,12176,706,163,17,282,198,0,0,7254,5827.9,3296.2,73851.3,5363.5,74986.9,29739.3,5780,3118.9,6131.5,5200.9,6922.8,117494.4,11692.9,####,####,18096.9,14955.5,3160.7,331864.6,12889.9,76318.5,51046.7,11354.3,1816.6,25886.6,11320.1,27942.2,551776.9,18656.2,####,####,3034.2,2407.6,928,42161.8,61138.4,150488.1,9901.2,4691.6,909.9,1122.8,1452.5,633421,23134.6,69261.1,####,####,1895.5,1883.9,270.7,45230.6,28295.3,821796.5,362.2,279.6,268.9,300.4,28685.8,24551.3,6472.3,100431.8,####,####,359573.9,272722,190975.3,2469154,445793.5,1860731.5,2716256,732065.8,134236.3,1143973.1,301332.7,1830917.6,3799496.3,574424.3,####,####,521.5,426.6,323.1,3206,1118.8,30841.9,11295.8,1091.8,318.4,315.8,1159.4,729.8,2774.2,3820.9,####,####,400.9,386.1,363.8,983.8,724.7,1329.9,372.8,380.2,363.5,369.7,400.8,3830.2,1127.1,779.7,####,####,675.8,621.9,298.8,9302.1,3206.8,187705.4,260.3,310.6,298.8,298.7,3215.8,3120.6,1805.4,19979.4,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,217.97,224.12,171.89,6.4,2.4,0.24,0.07,0.13,162.28,9.41,2.17,0.23,3.76,2.64,0,0
02-Well-E10,C1,250,0.2,Beads Population=#### Beads Count=1 Sample Volume=1μL,12157,9707,9304,403,55,5,2,5,8673,624,42,13,343,60,0,0,9759.4,6926,3552.3,84815.7,4814.5,43106.2,56923.2,5627.1,3042.8,10444.9,3975.6,7524.7,98251.9,8005.5,####,####,26937.5,20907,4472.2,400335.1,10473.4,44811,63962.6,11216.6,1754.4,42001.3,4733.5,29017.7,468031.9,13334.9,####,####,2858,2304,1015.7,32047.1,123716,130154.4,24602.9,5320.1,999.3,1133.2,1760.1,517727.1,15917.8,124252.5,####,####,1251.5,836.4,274.5,13808.2,8947.8,467456.2,601.6,351,271.8,309.5,5356.3,20551.2,7974.6,47156.8,####,####,485875.5,372742.2,224390,3797726.3,690775.3,1983414.3,3821114.8,690134.8,129384,1529622,273558.9,2038705.3,4322373,798495.2,####,####,656.7,468.3,323.6,3807.7,600.5,11133,20902.4,973.7,317.7,335.5,623.8,525.4,4215.2,1478.2,####,####,467.8,405.2,366,1309.8,1144.2,1451.6,434.3,440.7,365.6,370.1,376.7,3623.9,1334.2,1169.8,####,####,599.5,410.3,297.6,3013,1407.7,64337.8,511.8,273.4,297.5,298,955.9,2867.6,2376.5,6651.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,161.97,162.56,123.96,5.37,0.73,0.07,0.03,0.07,115.55,8.31,0.56,0.17,4.57,0.8,0,0
02-Well-F01,C2,,0.35,Beads Population=#### Beads Count=1 Sample Volume=1μL,35896,29466,24945,4521,3993,200,5,16,24312,612,3989,4,328,4193,0,0,6297.4,5474,3208.3,17975.2,4972.2,49081.3,11730.3,4598.4,3133.2,6086.1,4973,4117.9,157303.2,7076.1,####,####,16334.1,13915.3,2044.7,79412.8,10453.1,55309.2,47719.3,10093.1,1497,23216.2,10455,8535.4,933610.8,12592.6,####,####,2442.7,2080.3,1473.9,5426.7,2875.8,27029.8,7584.1,6818.2,1474.4,1263.5,2773.7,104733.8,23308.2,4027.9,####,####,9239.4,9333,274.7,59312.8,31084.4,710092.6,458.4,370.5,273.9,302.8,31111,4588.9,6142.3,63472.1,####,####,254583.1,201380.7,129121.8,600075.1,300932.8,1634397.1,3508155.5,669844.3,109407.2,870553.3,300529.6,702960.4,3611084.5,364537.1,####,####,709.1,629.1,313.3,2371.7,1217.4,19685.3,2792.3,1209.7,312.2,314.8,1218.1,455.8,5867,2098.3,####,####,395.7,387.9,360.8,537.3,405.5,2738.2,407.4,375,360.8,361.3,403.8,2162,798.8,516.8,####,####,1557.7,1560.9,295.6,8542.4,3629.7,118481.9,241.7,351.6,295.6,296.7,3631.6,1812.2,1312.3,9108,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,478.24,493.45,332.34,60.23,53.2,2.66,0.07,0.21,323.91,8.15,53.15,0.05,4.37,55.86,0,0
02-Well-F02,C2,5,0.54,Beads Population=#### Beads Count=1 Sample Volume=1μL,58976,49651,39038,10613,9962,125,10,39,37162,1827,9872,90,526,10087,0,0,5040.4,4412.9,3495.2,7788.7,3378.4,57417,11280.9,6435.5,3245.9,8461.4,3367.1,4618.4,79521.9,4048,####,####,9367.2,6907,3080.9,20980.6,2297.7,66682.8,40073.6,11167.6,1751.5,29744.9,2237.6,8887,363957.5,3095.6,####,####,2125.2,1816.7,1179.7,4159.8,2127.1,115410.9,6994,5964,1171.2,1218.1,1963.4,20080.8,16220.2,3530.9,####,####,1183.8,1031.7,287.9,3767.5,1034.9,223637.1,385,381.2,287.7,289.1,973.3,7794.7,3270,3793.5,####,####,226744.9,196511.8,166824.5,305711.2,159031.9,2727079.5,2230029.8,757945.1,126380.4,965564.3,154654.3,639209.3,2508274.5,190855.6,####,####,455.1,403.8,314.2,733.7,362.8,20176.9,1632,1291.6,313.8,292.8,362.6,392.2,3136,608.4,####,####,432.4,417.3,362,620.6,397.8,18220,374.4,398.2,362.1,359.1,365.8,3898.3,658.8,618.6,####,####,520.1,474.3,297.3,1125.2,377.4,61193.8,361.4,332.6,297.7,287.8,366.4,1580.9,1014.2,1131,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,785.93,831.73,520.23,141.43,132.76,1.67,0.13,0.52,495.23,24.35,131.56,1.2,7.01,134.42,0,0
02-Well-F03,C2,25,0.58,Beads Population=#### Beads Count=1 Sample Volume=1μL,58671,49364,37630,11734,10851,151,10,29,35786,1805,10783,68,732,11002,0,0,4963,4592.2,3424.4,8337.4,3485.9,56389.4,10420.6,6652,3268.8,6417.6,3475.5,5144.7,70342,4212,####,####,9129.7,7826.5,2736.3,24150.2,2354.3,58206.1,32361.4,10696.8,1756,21879.6,2309,9536.4,340222.4,3120.8,####,####,2197.1,2037.2,1153.7,4870.6,2836.8,118642.4,8938.3,8549.2,1130,1461.3,2741.9,17880.4,11551.2,4426.2,####,####,1700.2,1413.3,278.8,5051.5,1243.2,288552.5,446,411.9,277.2,307.3,1168.4,13107.5,3022.6,5186.5,####,####,232475.5,205719,162950.9,342872.9,158955.5,2313666.8,2061573.4,779992.1,127838,838669.8,155959.3,634073.8,2662678.5,188528.4,####,####,455,411.1,311.7,729.8,370.3,17494.5,1265,967.6,311.4,302.6,369.4,502.1,2601.5,605.3,####,####,457.1,450.1,361.1,735.7,405.2,25303.7,370.6,363.2,361.2,358,367.6,6379.9,566.1,747,####,####,611.9,529.8,298.2,1272.9,406.6,64999.1,317.3,290.7,298.3,296,393.4,2505,967.9,1293.2,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,781.27,826.13,501.08,156.25,144.49,2.01,0.13,0.39,476.53,24.04,143.59,0.91,9.75,146.5,0,0
02-Well-F04,C2,45,0.65,Beads Population=#### Beads Count=1 Sample Volume=1μL,65811,55960,41633,14327,13731,143,10,24,40455,1144,13504,227,453,13874,0,0,5012.2,4394.5,3285.4,7617.2,3444.8,62929.5,9795.9,6201.5,3202.2,6109.3,3397.7,6248.6,116627,4057.9,####,####,9292.6,7455,2112.5,22979.7,2524.7,79885,27527.3,9745.6,1635.6,18596.2,2384.9,10844.9,625031.2,3322.1,####,####,2073.3,1873.6,1030.5,4323.5,3367.8,44412,11282.8,8515.4,1013.4,1390.2,2278.9,68145.9,20638.8,3790.8,####,####,2126.4,1975.8,270.1,6932.5,2763.9,410970.4,510.6,398.3,269.2,298.5,2207.8,35846.2,5746,6971.3,####,####,187538.4,170920.6,137390.7,268355.4,152686.5,2870139.3,1857330.8,629986.9,119606.4,740924.8,144415.1,644746.8,2953110,180695.4,####,####,452.1,420.5,310.1,741.5,404.2,23633.4,1124.7,1226.7,309.5,305.8,392.5,1101.2,3738.2,643.7,####,####,426.7,419.1,363.1,581.6,558.6,700,428.2,398.3,363.1,363.1,368.7,11857.3,1241.4,560,####,####,669.9,633,298.1,1605.9,638,95162.1,336.2,338.7,298.1,298,543.3,6271.3,1411.3,1612.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,876.45,936.66,554.46,190.8,182.87,1.9,0.13,0.32,538.77,15.24,179.84,3.02,6.03,184.77,0,0
02-Well-F05,C2,75,1.09,Beads Population=#### Beads Count=1 Sample Volume=1μL,52993,44942,31739,13203,12612,84,8,19,30499,1213,12518,94,507,12696,0,0,8625.7,7825.5,4588,15608.3,3337.1,72969.7,9851,5472.5,3125.1,41321.4,3323.5,5158.4,311358.8,3797.9,####,####,24752.7,22501.6,9350.6,54115.7,2570.4,84107.9,23165.3,10494.3,1607,203941.3,2513,10213.6,1331375.8,3109.8,####,####,1960.7,1711.5,1019,3376.3,2738.3,22840.5,6883.3,8383.2,1007,1166.4,2437.3,42830.4,16020.2,2871.3,####,####,3040.3,2777.8,271.5,8802.9,4198.9,684713.4,389.4,373.8,270.2,301.4,3872.7,47641.2,11345.7,8701.4,####,####,255871.6,221356.5,193541,288222.9,137624.2,2379040,1585112.5,742254.6,116879.7,2103299,133638.2,668445.5,3688068,152454,####,####,614.6,530.7,315.2,1048.9,431.2,32487.5,1414.5,1321.9,313.6,331.5,427.6,912.7,11206.8,643.3,####,####,438.6,429.5,364.3,586.2,547.3,1014.5,368.5,394.4,363.8,376.5,369.7,24193.9,1482.8,550.4,####,####,896.4,765.5,297.7,1890.1,805.6,162981.9,316.6,337.4,297.6,299.2,755.9,7423.6,2176.7,1878.6,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,706.3,752.99,423.02,175.97,168.1,1.12,0.11,0.25,406.5,16.17,166.84,1.25,6.76,169.22,0,0
02-Well-F06,C2,100,0.5,Beads Population=#### Beads Count=1 Sample Volume=1μL,39076,34886,26100,8786,8366,90,19,21,25350,710,8329,37,330,8456,0,0,5133.5,4599.8,3459.8,7986.4,3643,48009.6,19010.9,57617,3099.9,14291.9,3622.8,8182.8,107184.5,4115.2,####,####,10818.6,9488.4,3580.5,27038.3,4562.7,66687.1,46259.5,8545.4,1585.2,73533.7,4509.3,16568.3,586017.6,5223.9,####,####,2214.6,1724.7,1025.8,3800.7,3107.1,18757.6,6708.6,4291.5,1011.9,1275.2,2350.7,173371.8,17304.9,3273.7,####,####,4440.3,4256.8,271.9,16094.4,11064.1,527680.6,469.5,692.8,270.3,310.7,10569.7,122360.7,4094.5,16562.7,####,####,244098.6,202935.2,154647.7,346379.8,193669.4,2564155.8,2495083,826882.6,115569.7,1467382.9,190400.2,929594.3,3612973,218899.3,####,####,523.2,488.8,319.6,991.6,654.8,20778.6,3899.5,2157.1,315.6,309.1,646.9,2435.5,4133.3,869,####,####,434.5,425.4,363.3,609.6,581.7,2577.9,397.6,961.5,363,357.4,379.4,46132.1,779.7,603,####,####,975.4,907.8,295.5,2726.7,1717,103313.7,340.1,620.2,295.2,297,1640.1,19032.9,890.3,2798.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,520.14,583.55,347.41,116.95,111.36,1.2,0.25,0.28,337.43,9.45,110.87,0.49,4.39,112.56,0,0
02-Well-F07,C2,125,0.3,Beads Population=#### Beads Count=1 Sample Volume=1μL,27582,23197,19906,3291,2878,146,1,9,19355,541,2874,4,267,3024,0,0,5547.7,4972,3180.5,15808.2,5150.8,56980.8,7141.7,5339.9,3067.1,7194.9,5143.6,10327.8,108170.2,7653.2,####,####,12521.3,10395.1,2337.9,59130.1,11323,62024,22147.1,10801.3,1543.1,30595.8,11287.1,37168.9,572861.4,13770.9,####,####,1478.1,1226.1,919.6,3079.8,1755.2,9530.4,11714.1,7456.5,910.7,1107.9,1609.5,106419.1,13830.3,2130.6,####,####,8906.8,9093.4,269.9,62463,32924.4,748918.5,439.4,349.5,269.1,299.1,32333.4,457575.2,5495.6,67492.9,####,####,276292.6,216622.7,144832.7,650853.3,318583,1807323.4,1805070.1,661075.3,114171.1,1230133.9,317393.2,1173502.5,3600026.8,390460,####,####,631.6,590.2,311.2,2277.7,1247.8,19908.1,986,1157.2,311,304.3,1236.7,9245,3738.9,2148.7,####,####,384,374.7,362.5,448,412,502.7,441.2,372.2,362.6,360.5,402.7,7099.6,805.8,416.4,####,####,1488.6,1468.2,296.4,8555.9,3812,114756.6,290.8,321.5,296.4,296.6,3709.9,77111.7,1618.9,9168.4,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,367.44,388.42,265.18,43.84,38.34,1.94,0.01,0.12,257.84,7.21,38.29,0.05,3.56,40.28,0,0
02-Well-F08,C2,150,0.48,Beads Population=#### Beads Count=1 Sample Volume=1μL,17921,14679,13904,775,543,32,2,14,13306,582,536,7,200,575,0,0,7069.8,5218.4,3267.8,40213.8,5948.6,71525.6,8987.8,4741.1,3127.4,6422.4,5960.5,5037.3,128233.8,9598.1,####,####,17802.8,12741.8,2838.1,190422.2,13900.2,62298.4,29423.9,9704,1785.2,26652.4,13890.6,14633.6,690179.4,16593.6,####,####,1799.3,1391,985.3,8670.7,6463.2,9193.1,16963.6,4902,976.5,1035.9,1725,369274.2,14580.5,6615.1,####,####,3502.8,3262.3,271.6,56918.6,37248.2,692521.4,433.5,359.8,271,282.9,37510.5,17160.4,8627.2,73715.6,####,####,333250.4,229787.4,168972.7,1320842.6,358460.7,1946904.9,2006581,691263,131749.2,1001117.4,348956.4,1086217.1,3833539.5,446861.1,####,####,612.3,456.3,319.6,2908.1,1334.8,18130.7,1980.4,983.5,318.7,318.8,1345.7,493.2,4744.2,2269.5,####,####,425.9,381.9,364.4,695.6,461.3,517.5,504,354.9,364.5,360.8,417.3,3826.7,1360.3,464.4,####,####,844.5,689,297.3,7715.6,3946.4,105187,335,311.4,297.4,295,3966.7,2393.6,2353.3,9580.7,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,238.83,245.91,185.3,10.33,7.24,0.43,0.03,0.19,177.33,7.76,7.14,0.09,2.67,7.66,0,0
02-Well-F09,C2,175,0.29,Beads Population=#### Beads Count=1 Sample Volume=1μL,17103,13978,13643,335,126,11,7,8,12924,704,115,11,198,137,0,0,6764.6,4702.7,3249,63905.3,5749.6,77701.5,32368.7,5468,3062.7,6353.6,5647.6,6816.5,100147.1,11526.8,####,####,17920.3,12246.2,3557.5,366095.9,12335.4,86037.5,48474.9,8441.6,1812.8,35083.6,11679.8,19189.9,606775.1,18253.1,####,####,1772.6,1279.4,902.4,16634.3,27572,12499.9,10973.3,6449.1,892,931.2,3624.2,277934.3,9903.7,26361.8,####,####,1498.9,1320.6,271.5,44045.6,26440.5,948060.1,482.6,388.3,270.2,291.7,27078,19775.5,5025.9,100439.2,####,####,326529.6,245849.2,187365.7,2627611.3,411573.9,2937550.8,2852694.5,600232.3,134599.9,1124845.4,329705,1267476.5,4020598,614389.6,####,####,488.7,395.3,316.6,3601.2,1079.6,25927.7,1963.5,1480.4,315.6,305.5,1119.9,657.9,3965.5,3074.7,####,####,398.2,371.7,363.3,713.4,642.3,1099,378.6,420.9,363.4,360.7,399.1,3185.1,737.3,679,####,####,531.7,454.2,295.3,6924.1,2868.2,145751.3,355.5,320.3,295.5,291.9,2859.4,2959.2,1792.6,14340.5,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,227.93,234.16,181.82,4.46,1.68,0.15,0.09,0.11,172.23,9.38,1.53,0.15,2.64,1.83,0,0
02-Well-F10,C2,250,0.21,Beads Population=#### Beads Count=1 Sample Volume=1μL,11995,9728,9405,323,45,2,1,9,8660,735,43,2,276,47,0,0,8856,6451,3532.1,91443.6,4324.7,47255.8,7132.9,8041.5,3041.1,9256.7,4332.4,4159.4,105968,6151.5,####,####,24072.2,18906,3987,453311.3,4617.7,56920.5,51625.5,12580.4,1755.5,30109.2,4277.2,11939.2,529340.3,6843.4,####,####,1928.9,1482.2,1057,13862.2,11413.2,47030.3,456.4,11555.7,1032.7,1215.5,7211.8,101743.8,14021.2,12928.9,####,####,783.5,501.9,276,7080.2,4832.1,117216.8,510.9,407.5,272.9,311,4740.3,6804,6648.6,9614.4,####,####,460249,360272.8,242673,3784505,265963.7,3770707,3327102.5,821765.1,128957.7,1571214.6,238810.2,849764.1,4358280,415101.7,####,####,579.7,413.8,315.9,3263.2,567.2,12861.3,1382,1422.4,315.3,307.8,564.7,620.8,3633.2,1090.4,####,####,419.9,392.3,363.9,1221.4,448,42066.8,443.8,398.9,364.2,359,390,1694.8,1051.6,2219,####,####,499.8,361.8,295.7,2286,914.4,133016.8,432.9,260.7,295.6,297.2,887.8,1485.8,1562.3,6535.8,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,159.81,162.92,125.31,4.3,0.6,0.03,0.01,0.12,115.38,9.79,0.57,0.03,3.68,0.63,0,0
02-Well-G01,Deep,,0.32,Beads Population=#### Beads Count=1 Sample Volume=1μL,37934,31537,25486,6051,5449,186,9,19,24744,714,5421,28,416,5635,0,0,5766.6,5128.8,3304.6,12811.9,4340.9,52162,13920.9,4809.5,3152.2,8413.9,4327.9,6842.8,106176.1,5919.3,####,####,14816.4,12754.3,2443,56184,7430.3,57376.2,44771.3,10562.2,1469,35448.2,7343.8,24185.4,694253.2,9078.9,####,####,3521.6,3317.5,1657,10311.2,7426.9,49042.4,4966.5,7801.8,1647.9,1765.6,3849.4,700057.8,30774,8800.6,####,####,8167.3,8357.5,277.6,42388.8,22351.7,711369.1,533.4,402.8,276.2,320.6,22179.2,55745.8,5734.8,45094.7,####,####,236809.5,209455.5,133948.3,527481.4,254777.6,1852096.5,2747922.3,668297.4,107386,1007311.2,247579.8,1648336.4,3507252.3,307501.9,####,####,663.4,624.3,318.4,1912.9,1004.6,23590,2611.7,1287.2,316.7,321.9,1004.5,1024.4,4117.2,1750.1,####,####,403.5,393.6,360.8,531.5,493,656.5,388,426.1,360.8,360.5,422.9,14059.8,980.2,498.4,####,####,1557.6,1600.8,296.2,7095.3,2781.7,145803.6,345.9,316.5,296.2,297.8,2767.3,5581.1,1577.7,7502.6,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,505.7,528.54,339.76,80.67,72.64,2.48,0.12,0.25,329.87,9.52,72.27,0.37,5.55,75.12,0,0
